c1.diseaseId	c1.name	c1.STY	c1.MESH	c1.OMIM	c1.type	c2.geneId	c2.symbol	c2.uniprotId	c2.description	c2.DPI	c2.DSI	c2.pantherName	c0.score	c0.EI	c0.Npmids	c0.Nsnps
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	4548	MTR	Q99707	5-methyltetrahydrofolate-homocysteine methyltransferase	0.75	0.45	transferase; oxidoreductase; lyase	0.0032312088759273	1.0	4	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	5864	RAB3A	P20336	RAB3A, member RAS oncogene family	0.286	0.741	null	0.00300763924902685	0.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	6326	SCN2A	Q99250	sodium voltage-gated channel alpha subunit 2	0.357	0.558	transporter	0.0029564820917142	1.0	3	1
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	9783	RIMS3	Q9UJD0	regulating synaptic membrane exocytosis 3	0.036	0.889	enzyme modulator	0.0029564820917142	1.0	2	1
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	1815	DRD4	P21917	dopamine receptor D4	0.536	0.497	receptor	0.0029564820917142	1.0	3	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	2925	GRPR	P30550	gastrin releasing peptide receptor	0.536	0.6	receptor	0.0029564820917142	1.0	3	1
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	79083	MLPH	Q9BV36	melanophilin	0.286	0.758	cytoskeletal protein; enzyme modulator	0.00273291246481375	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	7157	TP53	P04637	tumor protein p53	0.964	0.252	transcription factor	0.00273291246481375	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	6263	RYR3	Q15413	ryanodine receptor 3	0.393	0.684	transporter; receptor	0.00273291246481375	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	387573	CHDS3	null	Coronary heart disease, susceptibility to, 3	0.071	0.93	null	0.00273291246481375	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	7979	SEM1	P60896	SEM1, 26S proteasome complex subunit	0.5	0.639	null	0.00273291246481375	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	3751	KCND2	Q9NZV8	potassium voltage-gated channel subfamily D member 2	0.214	0.768	null	0.0026817553075011	1.0	2	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	151531	UPP2	O95045	uridine phosphorylase 2	0.107	0.819	transferase	0.0026817553075011	1.0	2	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	1644	DDC	P20711	dopa decarboxylase	0.714	0.524	lyase	0.0026817553075011	1.0	2	1
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	135	ADORA2A	P29274	adenosine A2a receptor	0.679	0.549	receptor	0.0026817553075011	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	8573	CASK	O14936	calcium/calmodulin dependent serine protein kinase	0.464	0.532	cell junction protein; transferase; kinase	0.0026817553075011	1.0	2	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	1565	CYP2D6	P10635	cytochrome P450 family 2 subfamily D member 6	0.929	0.413	null	0.0026817553075011	1.0	2	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	23426	GRIP1	Q9Y3R0	glutamate receptor interacting protein 1	0.643	0.517	cell junction protein; transferase; kinase	0.0026817553075011	1.0	2	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	8913	CACNA1G	O43497	calcium voltage-gated channel subunit alpha1 G	0.393	0.693	transporter	0.0026817553075011	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	6506	SLC1A2	P43004	solute carrier family 1 member 2	0.536	0.568	transporter	0.0026817553075011	1.0	2	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	7124	TNF	P01375	tumor necrosis factor	0.964	0.251	signaling molecule	0.0026817553075011	1.0	2	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	2481	FRAXE	null	fragile site, folic acid type, rare, fra(X)(q28) E	0.357	0.628	null	0.0026817553075011	1.0	2	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	1012	CDH13	P55290	cadherin 13	0.714	0.517	null	0.0026817553075011	1.0	2	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	5803	PTPRZ1	P23471	protein tyrosine phosphatase, receptor type Z1	0.607	0.648	phosphatase; hydrolase	0.0026817553075011	1.0	2	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	57496	MKL2	Q9ULH7	MKL1/myocardin like 2	0.286	0.779	transcription factor	0.0026817553075011	1.0	1	1
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	7422	VEGFA	P15692	vascular endothelial growth factor A	0.893	0.292	signaling molecule	0.0026817553075011	1.0	2	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	5595	MAPK3	P27361	mitogen-activated protein kinase 3	0.857	0.421	transferase; kinase	0.0026817553075011	1.0	2	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	3084	NRG1	Q02297	neuregulin 1	0.786	0.496	signaling molecule	0.0026817553075011	0.0	2	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	7534	YWHAZ	P63104	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	0.786	0.513	chaperone	0.0026817553075011	1.0	2	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	5625	PRODH	O43272	proline dehydrogenase 1	0.643	0.565	oxidoreductase	0.0026817553075011	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	129684	CNTNAP5	Q8WYK1	contactin associated protein like 5	0.179	0.838	cell adhesion molecule; transfer/carrier protein; transporter; protease; enzyme modulator; oxidoreductase; hydrolase; signaling molecule; extracellular matrix protein; receptor	0.0026817553075011	1.0	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	4974	OMG	P23515	oligodendrocyte myelin glycoprotein	0.321	0.758	extracellular matrix protein; receptor	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	7529	YWHAB	P31946	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta	0.25	0.79	chaperone	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	7102	TSPAN7	P41732	tetraspanin 7	0.464	0.676	cell adhesion molecule; signaling molecule; receptor	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	7466	WFS1	O76024	wolframin ER transmembrane glycoprotein	0.643	0.506	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	1268	CNR1	P21554	cannabinoid receptor 1	0.714	0.471	receptor	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	8479	HIRIP3	Q9BW71	HIRA interacting protein 3	0.036	1	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	54556	ING3	Q9NXR8	inhibitor of growth family member 3	0.25	0.727	transcription factor; nucleic acid binding	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	4914	NTRK1	P04629	neurotrophic receptor tyrosine kinase 1	0.786	0.438	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	23554	TSPAN12	O95859	tetraspanin 12	0.214	0.734	cell adhesion molecule; signaling molecule; receptor	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	2488	FSHB	P01225	follicle stimulating hormone beta subunit	0.429	0.616	signaling molecule	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	4916	NTRK3	Q16288	neurotrophic receptor tyrosine kinase 3	0.643	0.555	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	4552	MTRR	Q9UBK8	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	0.786	0.461	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	5747	PTK2	Q05397	protein tyrosine kinase 2	0.571	0.531	transferase; kinase	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	706	TSPO	B1AH88;P30536	translocator protein	0.679	0.513	transporter; receptor	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	4762	NEUROG1	Q92886	neurogenin 1	0.286	0.693	transcription factor; nucleic acid binding	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	2559	GABRA6	Q16445	gamma-aminobutyric acid type A receptor alpha6 subunit	0.321	0.654	transporter; receptor	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	4803	NGF	P01138	nerve growth factor	0.893	0.43	signaling molecule	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	4804	NGFR	P08138	nerve growth factor receptor	0.75	0.508	receptor	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	1589	CYP21A2	P08686	cytochrome P450 family 21 subfamily A member 2	0.679	0.568	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	7425	VGF	O15240	VGF nerve growth factor inducible	0.464	0.651	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	7433	VIPR1	P32241	vasoactive intestinal peptide receptor 1	0.643	0.581	defense/immunity protein; receptor	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	6342	SCP2	P22307	sterol carrier protein 2	0.393	0.639	transfer/carrier protein	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	7442	TRPV1	Q8NER1	transient receptor potential cation channel subfamily V member 1	0.786	0.49	transporter	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	2354	FOSB	P53539	FosB proto-oncogene, AP-1 transcription factor subunit	0.821	0.497	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	161357	MDGA2	Q7Z553	MAM domain containing glycosylphosphatidylinositol anchor 2	0.179	0.86	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	2171	FABP5	Q01469	fatty acid binding protein 5	0.571	0.621	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	130940	CCDC148	Q8NFR7	coiled-coil domain containing 148	0.071	0.93	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	5860	QDPR	P09417	quinoid dihydropteridine reductase	0.393	0.61	oxidoreductase	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	2170	FABP3	P05413	fatty acid binding protein 3	0.464	0.612	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	1740	DLG2	Q15700	discs large MAGUK scaffold protein 2	0.214	0.734	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	80034	CSRNP3	Q8WYN3	cysteine and serine rich nuclear protein 3	0.107	0.86	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	152	ADRA2C	P18825	adrenoceptor alpha 2C	0.393	0.636	receptor	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	5447	POR	P16435	cytochrome p450 oxidoreductase	0.643	0.48	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	7982	ST7	Q9NRC1	suppression of tumorigenicity 7	0.214	0.734	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	114880	OSBPL6	Q9BZF3	oxysterol binding protein like 6	0.036	1	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	2066	ERBB4	Q15303	erb-b2 receptor tyrosine kinase 4	0.75	0.479	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	2100	ESR2	Q92731	estrogen receptor 2	0.821	0.424	transcription factor; receptor; nucleic acid binding	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	2173	FABP7	O15540	fatty acid binding protein 7	0.5	0.619	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	218	ALDH3A1	P30838	aldehyde dehydrogenase 3 family member A1	0.5	0.668	oxidoreductase	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	114793	FMNL2	Q96PY5	formin like 2	0.179	0.779	cytoskeletal protein	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	54842	MFSD6	Q6ZSS7	major facilitator superfamily domain containing 6	0.071	0.93	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	57628	DPP10	Q8N608	dipeptidyl peptidase like 10	0.393	0.684	protease; enzyme modulator; hydrolase	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	23316	CUX2	O14529	cut like homeobox 2	0.214	0.75	transcription factor; nucleic acid binding	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	5531	PPP4C	P60510	protein phosphatase 4 catalytic subunit	0.214	0.758	calcium-binding protein; phosphatase; hydrolase	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	1543	CYP1A1	P04798	cytochrome P450 family 1 subfamily A member 1	0.964	0.408	oxidoreductase	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	553	AVPR1B	P47901	arginine vasopressin receptor 1B	0.321	0.693	receptor	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	5092	PCBD1	P61457	pterin-4 alpha-carbinolamine dehydratase 1	0.607	0.631	lyase	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	168400	DDX53	Q86TM3	DEAD-box helicase 53	0.643	0.561	nucleic acid binding	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	1358	CPA2	P48052	carboxypeptidase A2	0.143	0.86	protease; hydrolase	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	22798	LAMB4	A4D0S4	laminin subunit beta 4	0.036	1	extracellular matrix protein; receptor	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	226	ALDOA	P04075	aldolase, fructose-bisphosphate A	0.464	0.648	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	5243	ABCB1	P08183	ATP binding cassette subfamily B member 1	0.893	0.357	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	2099	ESR1	P03372	estrogen receptor 1	0.893	0.339	transcription factor; receptor; nucleic acid binding	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	3295	HSD17B4	P51659	hydroxysteroid 17-beta dehydrogenase 4	0.643	0.496	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	6863	TAC1	P20366	tachykinin precursor 1	0.857	0.465	signaling molecule	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	2892	GRIA3	P42263	glutamate ionotropic receptor AMPA type subunit 3	0.464	0.594	transporter; receptor	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	6608	SMO	Q99835	smoothened, frizzled class receptor	0.679	0.544	signaling molecule; receptor	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	375612	LHFPL3	Q86UP9	lipoma HMGIC fusion partner-like 3	0.107	0.86	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	375790	AGRN	O00468	agrin	0.143	0.779	extracellular matrix protein; receptor	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	389549	FEZF1	A0PJY2	FEZ family zinc finger 1	0.286	0.779	nucleic acid binding	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	10203	CALCRL	Q16602	calcitonin receptor like receptor	0.571	0.676	defense/immunity protein; receptor	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	3362	HTR6	P50406	5-hydroxytryptamine receptor 6	0.286	0.661	receptor	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	6561	SLC13A1	Q9BZW2	solute carrier family 13 member 1	0.393	0.804	transporter	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	3972	LHB	P01229	luteinizing hormone beta polypeptide	0.393	0.639	signaling molecule	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	3973	LHCGR	P22888	luteinizing hormone/choriogonadotropin receptor	0.571	0.546	extracellular matrix protein; receptor	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	143458	LDLRAD3	Q86YD5	low density lipoprotein receptor class A domain containing 3	0.071	0.889	extracellular matrix protein; receptor	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	9344	TAOK2	Q9UL54	TAO kinase 2	0.357	0.709	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	9555	H2AFY	O75367	H2A histone family member Y	0.393	0.693	nucleic acid binding	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	9256	TSPOAP1	O95153	TSPO associated protein 1	0.036	1	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	15	AANAT	Q16613	aralkylamine N-acetyltransferase	0.429	0.693	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	2917	GRM7	Q14831	glutamate metabotropic receptor 7	0.321	0.651	receptor	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	3290	HSD11B1	P28845	hydroxysteroid 11-beta dehydrogenase 1	0.714	0.548	oxidoreductase	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	3350	HTR1A	P08908	5-hydroxytryptamine receptor 1A	0.75	0.517	receptor	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	3239	HOXD13	P35453	homeobox D13	0.643	0.488	transcription factor; nucleic acid binding	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	3238	HOXD12	P35452	homeobox D12	0.143	0.838	transcription factor; nucleic acid binding	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	151126	ZNF385B	Q569K4	zinc finger protein 385B	0.321	0.758	transcription factor; nucleic acid binding	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	3363	HTR7	P34969	5-hydroxytryptamine receptor 7	0.393	0.604	receptor	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	9915	ARNT2	Q9HBZ2	aryl hydrocarbon receptor nuclear translocator 2	0.536	0.593	transcription factor	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	6822	SULT2A1	Q06520	sulfotransferase family 2A member 1	0.536	0.604	transferase	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	6716	SRD5A2	P31213	steroid 5 alpha-reductase 2	0.5	0.552	oxidoreductase	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	3107	HLA-C	P04222;P10321;P30499;P30501;P30504;P30505;P30508;P30510;Q07000;Q29865;Q29960;Q29963;Q95604;Q9TNN7	major histocompatibility complex, class I, C	0.929	0.359	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	3106	HLA-B	P01889;P03989;P10319;P18463;P18464;P18465;P30460;P30461;P30462;P30464;P30466;P30475;P30479;P30480;P30481;P30483;P30484;P30485...	major histocompatibility complex, class I, B	0.929	0.375	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	6715	SRD5A1	P18405	steroid 5 alpha-reductase 1	0.571	0.628	oxidoreductase	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	3294	HSD17B2	P37059	hydroxysteroid 17-beta dehydrogenase 2	0.464	0.631	oxidoreductase	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	6697	SPR	P35270	sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)	0.357	0.586	oxidoreductase	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	3293	HSD17B3	P37058	hydroxysteroid 17-beta dehydrogenase 3	0.357	0.642	oxidoreductase	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	1545	CYP1B1	Q16678	cytochrome P450 family 1 subfamily B member 1	0.821	0.464	oxidoreductase	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	267012	DAOA	P59103	D-amino acid oxidase activator	0.179	0.639	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	4176	MCM7	P33993	minichromosome maintenance complex component 7	0.536	0.6	nucleic acid binding; hydrolase	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	1586	CYP17A1	P05093	cytochrome P450 family 17 subfamily A member 1	0.75	0.451	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	2643	GCH1	P30793	GTP cyclohydrolase 1	0.714	0.479	hydrolase	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	7035	TFPI	P10646	tissue factor pathway inhibitor	0.714	0.488	enzyme modulator	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	4137	MAPT	P10636	microtubule associated protein tau	0.75	0.445	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	6470	SHMT1	P34896	serine hydroxymethyltransferase 1	0.643	0.556	transferase	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	4340	MOG	Q16653	myelin oligodendrocyte glycoprotein	0.607	0.594	ligase	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	1584	CYP11B1	P15538	cytochrome P450 family 11 subfamily B member 1	0.536	0.53	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	2644	GCHFR	P30047	GTP cyclohydrolase I feedback regulator	0.571	0.648	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	1081	CGA	P01215	glycoprotein hormones, alpha polypeptide	0.714	0.549	signaling molecule	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	6462	SHBG	P04278	sex hormone binding globulin	0.643	0.487	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	90665	TBL1Y	Q9BQ87	transducin beta like 1, Y-linked	0.393	0.703	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	1583	CYP11A1	P05108	cytochrome P450 family 11 subfamily A member 1	0.607	0.527	null	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	1581	CYP7A1	P22680	cytochrome P450 family 7 subfamily A member 1	0.464	0.581	oxidoreductase	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	9086	EIF1AY	O14602	eukaryotic translation initiation factor 1A, Y-linked	0.107	0.889	nucleic acid binding	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	4544	MTNR1B	P49286	melatonin receptor 1B	0.607	0.616	receptor	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	4543	MTNR1A	P48039	melatonin receptor 1A	0.643	0.645	receptor	0.002407028523288	NA	1	0
C0004352	Autistic Disorder	Mental or Behavioral Dysfunction	D001321	209850	disease	4150	MAZ	P56270	MYC associated zinc finger protein	0.5	0.661	null	0.002407028523288	NA	1	0
